Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TA","Live animals","48","Costa Rica","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1408","","Official data"
"TA","Live animals","48","Costa Rica","5622","Import Value","1057","Chickens","2017","2017","1000 US$","6480","","Official data"
"TA","Live animals","48","Costa Rica","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","7864","","Official data"
"TA","Live animals","48","Costa Rica","5922","Export Value","1057","Chickens","2017","2017","1000 US$","6063","","Official data"
"TA","Live animals","107","Côte d'Ivoire","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","983","","Official data"
"TA","Live animals","107","Côte d'Ivoire","5622","Import Value","1057","Chickens","2017","2017","1000 US$","3825","","Official data"
"TA","Live animals","107","Côte d'Ivoire","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","3","","Official data"
"TA","Live animals","107","Côte d'Ivoire","5922","Export Value","1057","Chickens","2017","2017","1000 US$","2","","Official data"
"TA","Live animals","98","Croatia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","8663","","Official data"
"TA","Live animals","98","Croatia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","5999","","Official data"
"TA","Live animals","98","Croatia","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","9706","","Official data"
"TA","Live animals","98","Croatia","5922","Export Value","1057","Chickens","2017","2017","1000 US$","8231","","Official data"
"TA","Live animals","50","Cyprus","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","118","","Official data"
"TA","Live animals","50","Cyprus","5622","Import Value","1057","Chickens","2017","2017","1000 US$","311","","Official data"
"TA","Live animals","167","Czechia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","14401","","Official data"
"TA","Live animals","167","Czechia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","23398","","Official data"
"TA","Live animals","167","Czechia","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","103363","","Official data"
"TA","Live animals","167","Czechia","5922","Export Value","1057","Chickens","2017","2017","1000 US$","61147","","Official data"
